	GENE	ctrl_mean_reads	mean_fc	eb_std	zscore	std sgRNAs/gene	numObs
NEIL3-3	NEIL3	1139.667	0.037	0.468	0.078	0.190	5.000
ARFGAP3-5	ARFGAP3	1139.667	-0.225	0.468	-0.482	0.341	5.000
RNF43-4	RNF43	1139.000	0.162	0.468	0.347	0.289	5.000
EYS-4	EYS	1139.000	0.324	0.468	0.693	0.248	5.000
XG-5	XG	1138.667	0.124	0.468	0.264	0.116	5.000
RPL22L1-1	RPL22L1	1137.667	0.121	0.468	0.259	0.129	5.000
FAM217A-4	FAM217A	1137.333	0.155	0.468	0.333	0.218	5.000
chr10_7	chr10_7	1137.000	-0.159	0.468	-0.339	0.000	1.000
PML-3	PML	1136.667	0.140	0.468	0.300	0.517	5.000
MFHAS1-2	MFHAS1	1136.333	-0.553	0.469	-1.178	0.873	5.000
TSPAN6-1	TSPAN6	1136.000	0.209	0.469	0.444	0.167	5.000
TMEM176A-1	TMEM176A	1136.000	0.104	0.469	0.221	0.296	5.000
GABRA2-2	GABRA2	1134.667	-0.324	0.469	-0.690	0.439	5.000
ZNF692-5	ZNF692	1134.000	0.021	0.469	0.044	0.396	5.000
PHC3-2	PHC3	1133.333	-0.001	0.469	-0.002	0.177	5.000
DNAJB5-5	DNAJB5	1133.333	-0.387	0.469	-0.824	0.513	5.000
GMCL1-3	GMCL1	1132.667	-0.004	0.469	-0.009	0.305	5.000
CHGA-5	CHGA	1132.333	0.024	0.469	0.050	0.125	5.000
EPN3-1	EPN3	1132.000	0.036	0.469	0.078	0.248	5.000
NANOS1-1	NANOS1	1131.333	-0.152	0.469	-0.325	0.351	5.000
INO80C-3	INO80C	1131.333	-0.645	0.469	-1.375	0.494	5.000
LMOD3-3	LMOD3	1131.000	0.085	0.469	0.182	0.190	5.000
chr18_5	chr18_5	1129.000	0.035	0.469	0.074	0.000	1.000
SLC25A22-1	SLC25A22	1128.000	-0.521	0.469	-1.111	0.235	5.000
RGMA-3	RGMA	1128.000	0.162	0.469	0.344	0.149	5.000
GPR87-4	GPR87	1128.000	-0.143	0.469	-0.304	0.259	5.000
SESN1-1	SESN1	1128.000	-0.111	0.469	-0.237	0.517	5.000
OR6N2-5	OR6N2	1128.000	0.063	0.469	0.134	0.319	5.000
SPIN3-3	SPIN3	1128.000	-0.079	0.469	-0.168	0.208	5.000
CXCL9-4	CXCL9	1127.333	-0.156	0.469	-0.332	0.296	5.000
FZD10-2	FZD10	1127.333	0.148	0.469	0.316	0.184	5.000
CCL8-5	CCL8	1126.000	0.046	0.469	0.097	0.262	5.000
PHC3-1	PHC3	1125.667	0.156	0.469	0.333	0.177	5.000
PCGF1-2	PCGF1	1125.333	-0.132	0.469	-0.282	0.221	5.000
EPN3-2	EPN3	1125.000	-0.182	0.496	-0.366	0.248	5.000
PLCL1-5	PLCL1	1124.667	-0.093	0.496	-0.187	0.219	5.000
POLD4-1	POLD4	1124.667	-0.228	0.496	-0.461	0.146	5.000
ASPRV1-4	ASPRV1	1124.667	-0.168	0.496	-0.338	0.299	5.000
MSH3-3	MSH3	1124.000	-0.039	0.496	-0.078	0.111	5.000
SFMBT1-5	SFMBT1	1123.000	0.104	0.496	0.210	0.177	5.000
chr18_1	chr18_1	1123.000	0.217	0.496	0.438	0.000	1.000
NFKBID-2	NFKBID	1122.000	0.254	0.496	0.512	0.480	5.000
chr6_1	chr6_1	1121.333	0.047	0.496	0.095	0.000	1.000
VIPR2-4	VIPR2	1121.000	-0.101	0.496	-0.203	0.176	5.000
EIF2AK1-5	EIF2AK1	1121.000	0.031	0.496	0.062	0.374	5.000
ABLIM3-1	ABLIM3	1120.667	0.038	0.496	0.076	0.342	5.000
POLI-5	POLI	1119.667	0.255	0.496	0.515	0.122	5.000
C17orf78-5	C17orf78	1119.000	0.296	0.496	0.598	0.430	5.000
NOS1-3	NOS1	1118.667	-0.147	0.496	-0.296	0.422	5.000
PEPD-5	PEPD	1118.333	-0.576	0.496	-1.163	0.337	5.000
RPS27-4	RPS27	1118.333	0.085	0.496	0.172	0.975	5.000
SMAD2-1	SMAD2	1117.667	0.235	0.496	0.474	0.154	5.000
GNG4-5	GNG4	1117.333	0.087	0.496	0.176	0.170	5.000
TRIM49C-3	TRIM49C	1115.667	-0.200	0.496	-0.404	0.407	5.000
TMEM38B-3	TMEM38B	1115.000	-0.233	0.496	-0.470	0.279	5.000
YIPF4-5	YIPF4	1114.000	-0.078	0.496	-0.157	0.244	5.000
SMIM15-5	SMIM15	1113.333	-0.210	0.496	-0.424	0.415	5.000
ASXL1-5	ASXL1	1113.333	-0.195	0.496	-0.394	0.523	5.000
chr18_4	chr18_4	1112.333	0.146	0.496	0.295	0.000	1.000
MSH4-5	MSH4	1112.000	0.191	0.496	0.385	0.272	5.000
LIPG-5	LIPG	1112.000	0.113	0.496	0.229	0.178	5.000
USPL1-5	USPL1	1111.667	-0.179	0.496	-0.360	0.616	5.000
PSMA3-4	PSMA3	1111.333	-0.052	0.496	-0.105	0.375	5.000
COL14A1-4	COL14A1	1110.667	0.142	0.496	0.286	0.188	5.000
FIBIN-3	FIBIN	1109.333	0.062	0.496	0.126	0.310	5.000
KCNK5-3	KCNK5	1109.000	-0.355	0.496	-0.716	0.475	5.000
LMNA-5	LMNA	1107.667	-0.781	0.496	-1.576	0.400	5.000
CANT1-2	CANT1	1107.333	0.091	0.496	0.184	1.389	5.000
SORBS1-3	SORBS1	1106.667	0.043	0.496	0.086	0.372	5.000
ETV3L-1	ETV3L	1106.333	0.234	0.496	0.472	0.381	5.000
SPZ1-5	SPZ1	1105.000	0.052	0.496	0.105	0.223	5.000
ARID3A-4	ARID3A	1104.000	-0.071	0.496	-0.143	0.386	5.000
PLEKHN1-4	PLEKHN1	1104.000	-0.403	0.496	-0.813	0.577	5.000
FAM217A-5	FAM217A	1103.000	-0.094	0.496	-0.190	0.218	5.000
CLEC14A-5	CLEC14A	1103.000	0.146	0.496	0.295	0.276	5.000
COL2A1-2	COL2A1	1102.333	0.123	0.496	0.248	0.274	5.000
FANCA-2	FANCA	1101.333	-1.351	0.496	-2.727	0.625	5.000
NOS1-2	NOS1	1101.333	0.120	0.496	0.241	0.422	5.000
LYPD5-4	LYPD5	1101.333	-0.003	0.496	-0.006	0.176	5.000
EEF1B2-2	EEF1B2	1101.333	-0.742	0.496	-1.497	0.482	5.000
PRRC2A-2	PRRC2A	1101.000	0.362	0.496	0.731	0.706	5.000
EXO1-5	EXO1	1101.000	-0.460	0.496	-0.929	1.290	5.000
COPA-3	COPA	1100.667	-0.573	0.496	-1.156	0.446	5.000
FAIM-2	FAIM	1100.333	0.106	0.496	0.213	0.401	5.000
chr12_11	chr12_11	1100.333	-0.103	0.505	-0.203	0.000	1.000
CXCL9-5	CXCL9	1097.333	0.125	0.505	0.247	0.296	5.000
DIDO1-1	DIDO1	1097.333	-0.423	0.505	-0.838	0.921	5.000
GCG-3	GCG	1096.333	-0.040	0.505	-0.079	0.222	5.000
CCR1-2	CCR1	1096.333	-0.032	0.505	-0.063	0.125	5.000
DNAH3-1	DNAH3	1095.333	0.209	0.505	0.414	0.223	5.000
CANT1-4	CANT1	1094.667	-0.015	0.505	-0.030	1.389	5.000
ERCC6L2-3	ERCC6L2	1094.667	-0.214	0.505	-0.423	0.368	5.000
ZNF485-1	ZNF485	1094.667	0.009	0.505	0.018	0.558	5.000
HEG1-4	HEG1	1094.333	0.120	0.505	0.238	0.382	5.000
COL2A1-5	COL2A1	1094.333	0.044	0.505	0.088	0.274	5.000
C1QL4-5	C1QL4	1094.333	0.076	0.505	0.151	0.171	5.000
ASPRV1-1	ASPRV1	1094.333	-0.011	0.505	-0.021	0.299	5.000
ZFP36L2-2	ZFP36L2	1093.333	-0.004	0.505	-0.007	0.102	5.000
DTHD1-5	DTHD1	1093.333	-0.047	0.505	-0.094	0.229	5.000
DXO-2	DXO	1092.667	0.177	0.505	0.351	0.151	5.000
HNRNPL-3	HNRNPL	1092.333	-0.908	0.505	-1.800	1.400	5.000
CLU-3	CLU	1090.667	-0.047	0.505	-0.094	0.291	5.000
FOXO1-4	FOXO1	1090.667	0.056	0.505	0.111	0.166	5.000
STRN3-1	STRN3	1089.333	-0.058	0.505	-0.116	0.463	5.000
GRID2IP-2	GRID2IP	1089.000	-0.150	0.505	-0.297	0.349	5.000
TCF20-1	TCF20	1089.000	-0.098	0.505	-0.195	0.309	5.000
PLCL1-4	PLCL1	1088.000	0.198	0.505	0.392	0.219	5.000
ELN-5	ELN	1087.333	-0.175	0.505	-0.346	0.197	5.000
ZNF431-2	ZNF431	1087.333	0.065	0.505	0.128	0.557	5.000
COPS6-1	COPS6	1087.000	-2.369	0.546	-4.337	1.468	5.000
ZNF665-5	ZNF665	1086.667	-0.498	0.546	-0.911	0.439	5.000
SHF-2	SHF	1085.667	0.051	0.546	0.093	0.306	5.000
FANCM-3	FANCM	1085.333	0.096	0.546	0.176	1.146	5.000
chr16_4	chr16_4	1085.333	0.255	0.546	0.468	0.000	1.000
IRF2BPL-4	IRF2BPL	1084.667	-0.164	0.546	-0.301	0.426	5.000
TK2-3	TK2	1083.000	-0.011	0.546	-0.020	0.284	5.000
GLT8D1-1	GLT8D1	1081.333	-0.150	0.546	-0.275	0.226	5.000
chr20_5	chr20_5	1081.000	-0.151	0.546	-0.276	0.000	1.000
OIT3-4	OIT3	1080.667	0.048	0.546	0.087	0.146	5.000
MLF1-5	MLF1	1080.333	0.110	0.546	0.202	0.233	5.000
LCE6A-4	LCE6A	1080.000	-0.302	0.546	-0.553	0.448	5.000
NCOA1-3	NCOA1	1080.000	-0.040	0.546	-0.073	0.413	5.000
RPS11-4	RPS11	1079.667	-0.212	0.546	-0.388	0.835	5.000
FBLN2-2	FBLN2	1078.667	0.169	0.546	0.310	0.291	5.000
LYZL1-3	LYZL1	1078.667	0.061	0.546	0.112	0.337	5.000
GCC2-5	GCC2	1078.000	-0.138	0.546	-0.252	0.216	5.000
DNAH3-3	DNAH3	1077.333	-0.090	0.546	-0.164	0.223	5.000
ZNF341-1	ZNF341	1076.667	-0.376	0.546	-0.688	0.418	5.000
PID1-1	PID1	1075.667	-0.060	0.546	-0.110	0.190	5.000
REEP1-1	REEP1	1075.000	0.144	0.546	0.263	0.271	5.000
POLD3-4	POLD3	1074.667	-0.704	0.546	-1.290	0.876	5.000
KCNK5-2	KCNK5	1074.667	-0.521	0.546	-0.954	0.475	5.000
IGFLR1-1	IGFLR1	1073.333	0.284	0.546	0.520	0.221	5.000
ST6GAL2-2	ST6GAL2	1072.667	0.056	0.546	0.103	0.136	5.000
KHDRBS3-4	KHDRBS3	1071.333	0.062	0.576	0.107	0.068	5.000
LIMA1-1	LIMA1	1071.000	0.099	0.576	0.171	0.315	5.000
C8orf31-4	C8orf31	1070.000	0.027	0.576	0.046	0.271	5.000
CLDN7-3	CLDN7	1069.667	-0.139	0.576	-0.241	0.392	5.000
POLH-2	POLH	1069.333	0.192	0.576	0.334	0.140	5.000
INVS-1	INVS	1069.000	-0.405	0.576	-0.702	0.160	5.000
GUCY2C-2	GUCY2C	1068.667	-0.135	0.576	-0.234	0.196	5.000
CYP24A1-5	CYP24A1	1068.333	0.116	0.576	0.201	0.306	5.000
DFNB59-2	DFNB59	1067.333	0.166	0.576	0.289	0.511	5.000
chr20_4	chr20_4	1067.000	0.146	0.576	0.253	0.000	1.000
GGA2-4	GGA2	1065.667	0.221	0.576	0.383	0.253	5.000
TBC1D9-4	TBC1D9	1065.333	0.060	0.576	0.105	0.152	5.000
GAGE12I-1	GAGE12I	1064.667	-0.185	0.576	-0.321	0.344	5.000
SERINC1-1	SERINC1	1064.333	0.065	0.576	0.112	0.189	5.000
TESK1-5	TESK1	1064.333	-0.355	0.576	-0.616	0.376	5.000
HSFY1-5	HSFY1	1063.000	0.053	0.576	0.092	0.221	5.000
FANCG-5	FANCG	1063.000	-0.460	0.576	-0.799	1.983	5.000
ROCK2-4	ROCK2	1062.000	-0.648	0.576	-1.124	0.444	5.000
MORN4-2	MORN4	1062.000	0.157	0.576	0.272	0.158	5.000
LRFN2-1	LRFN2	1061.667	0.138	0.576	0.240	0.182	5.000
BCOR-1	BCOR	1061.667	-0.085	0.576	-0.148	0.224	5.000
FAM78A-4	FAM78A	1060.333	-0.020	0.576	-0.035	0.269	5.000
INO80C-4	INO80C	1060.333	-0.385	0.576	-0.669	0.494	5.000
chr17_10	chr17_10	1059.000	-0.427	0.576	-0.742	0.000	1.000
SHC2-2	SHC2	1058.667	-0.390	0.576	-0.677	0.393	5.000
ATP9A-4	ATP9A	1056.333	-0.110	0.605	-0.182	0.212	5.000
SWT1-4	SWT1	1055.000	0.140	0.605	0.232	0.331	5.000
TSPAN6-2	TSPAN6	1053.667	-0.027	0.605	-0.044	0.167	5.000
ZSWIM3-4	ZSWIM3	1053.333	-0.010	0.605	-0.016	0.138	5.000
COL14A1-1	COL14A1	1052.333	0.108	0.605	0.179	0.188	5.000
CLU-4	CLU	1052.333	-0.254	0.605	-0.419	0.291	5.000
C2orf16-1	C2orf16	1052.333	-0.174	0.605	-0.288	0.159	5.000
PDF-5	PDF	1052.000	0.052	0.605	0.087	0.386	5.000
RNF216-3	RNF216	1051.667	-0.111	0.605	-0.183	0.360	5.000
CEACAM5-4	CEACAM5	1051.000	-0.166	0.605	-0.274	0.302	5.000
HOXD13-1	HOXD13	1050.667	-0.029	0.605	-0.047	0.181	5.000
UNKL-2	UNKL	1050.333	-0.124	0.605	-0.206	0.171	5.000
HIST1H2AE-2	HIST1H2AE	1050.333	-0.159	0.605	-0.263	0.228	5.000
ZNF200-3	ZNF200	1049.667	-0.192	0.605	-0.317	0.219	5.000
FAM124B-5	FAM124B	1049.000	0.014	0.605	0.023	0.188	5.000
QPRT-3	QPRT	1048.333	-0.013	0.605	-0.021	0.352	5.000
CTSS-2	CTSS	1048.333	0.156	0.605	0.259	0.166	5.000
chr19_5	chr19_5	1048.000	0.100	0.605	0.164	0.000	1.000
CHST4-4	CHST4	1048.000	-0.200	0.605	-0.331	0.187	5.000
TOP3A-4	TOP3A	1047.333	-0.945	0.605	-1.562	1.492	5.000
PMS1-4	PMS1	1047.000	0.113	0.605	0.186	0.215	5.000
TGFBR2-2	TGFBR2	1046.667	0.266	0.605	0.439	0.106	5.000
MORN4-5	MORN4	1046.667	-0.038	0.605	-0.062	0.158	5.000
CYP2U1-1	CYP2U1	1046.000	-0.033	0.605	-0.054	0.110	5.000
STX16-1	STX16	1046.000	-0.179	0.605	-0.295	0.300	5.000
FIBIN-1	FIBIN	1044.000	-0.194	0.624	-0.310	0.310	5.000
SWT1-3	SWT1	1044.000	-0.032	0.624	-0.051	0.331	5.000
CDX1-3	CDX1	1042.333	0.007	0.624	0.012	0.075	5.000
SLC39A5-1	SLC39A5	1042.000	0.235	0.624	0.376	0.255	5.000
SDCCAG3-3	SDCCAG3	1042.000	-0.208	0.624	-0.333	0.140	5.000
PLA2G2A-2	PLA2G2A	1041.333	-0.147	0.624	-0.235	0.239	5.000
HOXB8-4	HOXB8	1040.667	-0.403	0.624	-0.645	0.262	5.000
RPL22L1-3	RPL22L1	1040.333	-0.062	0.624	-0.100	0.129	5.000
FAHD2B-3	FAHD2B	1039.667	-0.213	0.624	-0.341	0.335	5.000
TESK1-3	TESK1	1039.667	-0.093	0.624	-0.149	0.376	5.000
LTN1-1	LTN1	1039.333	-0.471	0.624	-0.755	0.575	5.000
TMEM30A-2	TMEM30A	1037.667	-0.621	0.624	-0.994	1.603	5.000
IL15RA-4	IL15RA	1037.000	-0.041	0.624	-0.066	0.304	5.000
AGT-3	AGT	1037.000	-0.045	0.624	-0.071	0.191	5.000
CCDC69-3	CCDC69	1037.000	-0.219	0.624	-0.352	0.178	5.000
APITD1-1	APITD1	1036.333	-0.978	0.624	-1.567	0.297	5.000
MLXIPL-5	MLXIPL	1035.000	-0.321	0.624	-0.514	0.240	5.000
EYS-1	EYS	1034.000	0.307	0.624	0.492	0.248	5.000
SLC16A13-5	SLC16A13	1033.333	-0.056	0.624	-0.089	0.161	5.000
HYDIN-5	HYDIN	1033.000	0.000	0.624	0.000	0.219	5.000
MEF2D-2	MEF2D	1031.667	0.039	0.624	0.062	0.349	5.000
FCN2-5	FCN2	1030.000	-0.303	0.624	-0.485	0.459	5.000
SPIN3-4	SPIN3	1028.667	0.137	0.624	0.219	0.208	5.000
PRRC2A-1	PRRC2A	1026.333	0.168	0.624	0.269	0.706	5.000
PILRA-4	PILRA	1026.333	-0.220	0.624	-0.352	0.386	5.000
ETNK1-5	ETNK1	1024.667	-0.541	0.641	-0.844	0.332	5.000
HPRT1-4	HPRT1	1024.333	-0.411	0.641	-0.641	0.323	5.000
VEZT-4	VEZT	1024.333	-2.228	0.641	-3.477	1.218	5.000
PLA2G2A-5	PLA2G2A	1022.333	0.239	0.641	0.373	0.239	5.000
CHGA-4	CHGA	1022.333	-0.143	0.641	-0.224	0.125	5.000
VAV3-5	VAV3	1021.333	0.070	0.641	0.110	0.194	5.000
ALKBH6-1	ALKBH6	1021.333	0.134	0.641	0.209	0.180	5.000
MTERF1-1	MTERF1	1021.000	-0.246	0.641	-0.385	0.327	5.000
STX16-3	STX16	1020.000	-0.013	0.641	-0.021	0.300	5.000
chr17_3	chr17_3	1019.667	-0.123	0.641	-0.192	0.000	1.000
ZFP36L2-1	ZFP36L2	1019.333	-0.173	0.641	-0.271	0.102	5.000
LIMA1-3	LIMA1	1019.000	0.292	0.641	0.456	0.315	5.000
HOXD10-3	HOXD10	1019.000	-0.015	0.641	-0.024	0.203	5.000
BLCAP-4	BLCAP	1019.000	-0.115	0.641	-0.179	0.238	5.000
PNRC1-3	PNRC1	1018.667	0.093	0.641	0.145	0.345	5.000
CRHR2-5	CRHR2	1018.000	-0.106	0.641	-0.166	0.083	5.000
KRT40-3	KRT40	1017.333	-0.102	0.641	-0.159	0.177	5.000
RGMA-1	RGMA	1017.333	0.022	0.641	0.034	0.149	5.000
LMOD3-4	LMOD3	1016.667	0.040	0.641	0.063	0.190	5.000
TMPRSS12-5	TMPRSS12	1016.667	0.012	0.641	0.019	0.186	5.000
GJC3-2	GJC3	1016.333	-0.221	0.641	-0.345	0.310	5.000
RPL3-3	RPL3	1015.667	-0.025	0.641	-0.039	0.404	5.000
ERCC6L2-1	ERCC6L2	1015.000	0.104	0.641	0.162	0.368	5.000
chr8_10	chr8_10	1014.667	-0.075	0.641	-0.117	0.000	1.000
CCDC97-1	CCDC97	1014.333	0.131	0.641	0.205	0.214	5.000
KCNN2-5	KCNN2	1013.333	-0.049	0.665	-0.074	0.241	5.000
PRKG1-5	PRKG1	1013.333	0.159	0.665	0.240	0.227	5.000
ZMYM5-1	ZMYM5	1012.333	-0.336	0.665	-0.506	0.247	5.000
chr19_9	chr19_9	1011.000	0.062	0.665	0.094	0.000	1.000
THPO-5	THPO	1010.667	-0.176	0.665	-0.265	0.256	5.000
TMEM159-4	TMEM159	1010.333	0.240	0.665	0.361	0.346	5.000
USP20-5	USP20	1009.667	-0.374	0.665	-0.562	0.270	5.000
GNA11-3	GNA11	1008.667	-0.278	0.665	-0.419	0.656	5.000
chr20_7	chr20_7	1007.000	0.161	0.665	0.243	0.000	1.000
OR8S1-2	OR8S1	1007.000	0.201	0.665	0.303	0.431	5.000
CTSS-1	CTSS	1006.000	0.228	0.665	0.344	0.166	5.000
COL2A1-4	COL2A1	1006.000	-0.327	0.665	-0.492	0.274	5.000
PSMD1-2	PSMD1	1004.000	-0.078	0.665	-0.117	0.000	1.000
EPDR1-1	EPDR1	1003.333	-0.052	0.665	-0.078	0.164	5.000
FAM78A-2	FAM78A	1003.333	-0.378	0.665	-0.569	0.269	5.000
QPCT-3	QPCT	1002.667	-0.132	0.665	-0.198	0.335	5.000
chr21_10	chr21_10	1002.333	-0.112	0.665	-0.169	0.000	1.000
TMEM198-4	TMEM198	1002.000	-0.237	0.665	-0.357	0.553	5.000
GCC2-2	GCC2	1001.000	0.071	0.665	0.107	0.216	5.000
chr21_7	chr21_7	1000.667	0.116	0.665	0.174	0.000	1.000
COPS6-4	COPS6	1000.000	-2.014	0.665	-3.029	1.468	5.000
PANO1-5	PANO1	1000.000	0.105	0.665	0.159	0.233	5.000
RAB2B-1	RAB2B	999.667	-0.045	0.665	-0.067	0.176	5.000
SPTBN1-2	SPTBN1	999.667	0.076	0.665	0.115	0.504	5.000
ZNF431-1	ZNF431	999.667	0.176	0.665	0.265	0.557	5.000
RMI1-5	RMI1	999.333	-0.298	0.692	-0.431	3.809	5.000
ZNF736-1	ZNF736	999.333	-0.630	0.692	-0.910	0.360	5.000
MSH5-5	MSH5	999.000	-0.167	0.692	-0.242	0.442	5.000
SPZ1-4	SPZ1	998.667	0.014	0.692	0.021	0.223	5.000
RIMS4-1	RIMS4	997.333	-0.021	0.692	-0.030	0.243	5.000
MSH2-4	MSH2	997.333	-0.091	0.692	-0.131	0.306	5.000
RPL3-5	RPL3	997.000	-0.352	0.692	-0.509	0.404	5.000
CEACAM20-1	CEACAM20	996.667	-0.468	0.692	-0.676	0.387	5.000
TGFBR2-5	TGFBR2	995.667	0.248	0.692	0.359	0.106	5.000
MSH2-5	MSH2	994.667	-0.276	0.692	-0.398	0.306	5.000
SLAMF1-3	SLAMF1	994.667	0.228	0.692	0.329	0.136	5.000
ZFHX2-4	ZFHX2	993.000	-0.033	0.692	-0.047	0.323	5.000
PRRC2A-5	PRRC2A	990.667	-0.428	0.692	-0.618	0.706	5.000
chr16_9	chr16_9	990.667	0.066	0.692	0.095	0.000	1.000
NANOS1-3	NANOS1	990.000	0.014	0.692	0.020	0.351	5.000
AGT-2	AGT	990.000	0.030	0.692	0.044	0.191	5.000
RPS24-1	RPS24	989.667	0.127	0.692	0.183	1.225	5.000
MAD2L1BP-1	MAD2L1BP	988.333	0.353	0.692	0.510	0.492	5.000
PLCL1-2	PLCL1	988.000	-0.000	0.692	-0.001	0.219	5.000
HOXB8-2	HOXB8	988.000	-0.200	0.692	-0.289	0.262	5.000
MROH2B-4	MROH2B	987.667	0.001	0.692	0.001	0.303	5.000
LRFN2-3	LRFN2	987.333	0.223	0.692	0.323	0.182	5.000
GCC2-3	GCC2	986.667	0.157	0.692	0.227	0.216	5.000
TTC33-1	TTC33	986.333	-0.062	0.692	-0.089	0.188	5.000
BSPH1-2	BSPH1	985.667	-0.203	0.692	-0.293	0.183	5.000
FBXO34-3	FBXO34	984.333	0.048	0.730	0.066	0.224	5.000
HIST1H2BD-3	HIST1H2BD	983.000	-0.061	0.730	-0.084	1.133	5.000
MROH2B-1	MROH2B	981.667	0.075	0.730	0.102	0.303	5.000
NPAS2-2	NPAS2	981.333	0.259	0.730	0.355	0.273	5.000
ROBO2-4	ROBO2	980.667	0.102	0.730	0.140	0.516	5.000
FBXO34-2	FBXO34	980.667	-0.284	0.730	-0.389	0.224	5.000
HOXD10-2	HOXD10	980.000	-0.242	0.730	-0.332	0.203	5.000
NME5-4	NME5	980.000	-0.282	0.730	-0.387	0.239	5.000
PCYT1A-1	PCYT1A	979.000	-4.722	0.730	-6.470	2.319	5.000
RPL36-4	RPL36	975.667	-0.019	0.730	-0.026	1.218	5.000
B3GALNT1-3	B3GALNT1	974.333	0.097	0.730	0.133	0.284	5.000
DFNB59-3	DFNB59	974.333	-0.104	0.730	-0.143	0.511	5.000
MDM2-5	MDM2	973.333	0.354	0.730	0.485	0.383	5.000
TMPRSS12-4	TMPRSS12	973.333	0.010	0.730	0.013	0.186	5.000
VAV3-1	VAV3	972.667	0.121	0.730	0.165	0.194	5.000
PCYT1A-3	PCYT1A	972.667	-1.021	0.730	-1.398	2.319	5.000
XG-3	XG	972.333	0.144	0.730	0.197	0.116	5.000
POLH-4	POLH	970.333	0.078	0.730	0.107	0.140	5.000
YIPF4-1	YIPF4	969.667	-0.242	0.730	-0.332	0.244	5.000
DENND6A-2	DENND6A	969.333	0.337	0.730	0.462	0.035	4.000
DMRTC1B-5	DMRTC1B	969.000	-0.173	0.730	-0.237	0.122	5.000
CCL8-2	CCL8	968.667	-0.274	0.730	-0.375	0.262	5.000
MDM2-4	MDM2	968.333	0.205	0.730	0.281	0.383	5.000
LIG1-2	LIG1	968.000	0.306	0.730	0.419	0.538	5.000
IGSF22-3	IGSF22	967.667	-0.175	0.730	-0.240	0.423	5.000
chr7_1	chr7_1	967.000	-0.107	0.756	-0.142	0.000	1.000
SMIM15-1	SMIM15	966.000	0.039	0.756	0.052	0.415	5.000
B3GALNT1-1	B3GALNT1	964.333	-0.140	0.756	-0.186	0.284	5.000
DUOX2-5	DUOX2	964.333	0.145	0.756	0.192	0.153	5.000
GSTA1-1	GSTA1	963.333	-0.315	0.756	-0.417	0.212	5.000
OLFML3-2	OLFML3	963.333	0.113	0.756	0.150	0.096	5.000
ZNF200-2	ZNF200	962.333	0.083	0.756	0.110	0.219	5.000
ZDHHC1-5	ZDHHC1	962.000	0.227	0.756	0.301	0.190	5.000
PLAGL2-1	PLAGL2	961.333	-0.449	0.756	-0.594	0.240	5.000
chr3_8	chr3_8	960.667	0.161	0.756	0.213	0.000	1.000
BMP3-4	BMP3	960.667	-0.023	0.756	-0.030	0.172	5.000
TNNT1-1	TNNT1	960.000	-0.433	0.756	-0.574	0.387	5.000
MRPS26-4	MRPS26	959.667	-0.938	0.756	-1.241	1.214	5.000
MTERF1-2	MTERF1	958.667	-0.123	0.756	-0.162	0.327	5.000
HOXD13-5	HOXD13	957.333	0.136	0.756	0.180	0.181	5.000
SMIM18-5	SMIM18	957.333	0.067	0.756	0.089	0.143	5.000
DHX36-5	DHX36	956.667	-0.265	0.756	-0.350	1.610	5.000
PSMA3-5	PSMA3	956.667	-0.362	0.756	-0.479	0.375	5.000
chr14_10	chr14_10	956.333	-0.534	0.756	-0.707	0.000	1.000
KRTAP12-4-1	KRTAP12-4	956.000	-0.719	0.756	-0.951	0.351	5.000
chr6_10	chr6_10	955.333	-0.090	0.756	-0.119	0.000	1.000
C2orf16-3	C2orf16	954.667	0.118	0.756	0.156	0.159	5.000
SESN1-3	SESN1	952.333	0.223	0.756	0.295	0.517	5.000
RFC1-5	RFC1	952.000	-0.302	0.756	-0.400	0.977	5.000
TESK1-4	TESK1	951.667	-0.407	0.756	-0.538	0.376	5.000
TTLL2-2	TTLL2	951.667	-0.045	0.781	-0.058	0.215	5.000
ELP4-3	ELP4	951.333	-0.571	0.781	-0.731	0.457	5.000
SLC25A22-2	SLC25A22	950.667	-0.534	0.781	-0.684	0.235	5.000
BMP10-3	BMP10	950.667	-0.143	0.781	-0.183	0.192	5.000
MSANTD4-4	MSANTD4	950.000	-0.030	0.781	-0.039	0.670	5.000
ZSWIM3-5	ZSWIM3	949.667	0.094	0.781	0.120	0.138	5.000
SHANK1-3	SHANK1	949.333	0.110	0.781	0.141	0.211	5.000
FAM78A-5	FAM78A	949.000	-0.122	0.781	-0.157	0.269	5.000
TMEM30A-3	TMEM30A	948.333	-2.106	0.781	-2.695	1.603	5.000
HIST4H4-5	HIST4H4	947.000	0.058	0.781	0.074	0.665	5.000
GTF3C2-4	GTF3C2	947.000	-1.054	0.781	-1.349	0.703	5.000
DHX36-4	DHX36	946.333	-2.476	0.781	-3.169	1.610	5.000
chr6_3	chr6_3	944.333	0.064	0.781	0.082	0.000	1.000
RPS11-5	RPS11	943.667	0.248	0.781	0.318	0.835	5.000
chr1_5	chr1_5	943.667	0.162	0.781	0.207	0.000	1.000
POTEH-1	POTEH	943.333	-0.592	0.781	-0.758	0.204	5.000
DPY19L2-4	DPY19L2	943.333	-0.138	0.781	-0.176	0.316	5.000
VNN2-4	VNN2	943.000	-0.051	0.781	-0.065	0.399	5.000
chr19_1	chr19_1	942.333	-0.155	0.781	-0.198	0.000	1.000
