	GENE	ctrl_mean_reads	mean_fc	eb_std	zscore	std sgRNAs/gene	numObs
MLF1-2	MLF1	1187.667	0.139	0.870	0.159	0.152	5.000
CDCA7L-4	CDCA7L	1187.333	0.003	0.870	0.004	0.156	5.000
ROBO2-4	ROBO2	1187.333	-0.275	0.870	-0.317	0.346	5.000
ADAM7-3	ADAM7	1187.333	0.218	0.870	0.250	0.092	5.000
PABPC4-5	PABPC4	1187.000	0.115	0.870	0.132	0.080	5.000
PSMA3-4	PSMA3	1187.000	-0.095	0.870	-0.109	1.760	5.000
FBLN2-1	FBLN2	1186.667	0.062	0.870	0.071	0.288	5.000
VNN2-1	VNN2	1186.667	0.029	0.870	0.034	0.175	5.000
EYS-3	EYS	1186.333	-0.057	0.870	-0.065	0.130	5.000
CHGA-4	CHGA	1186.000	-0.214	0.870	-0.246	0.237	5.000
RSF1-1	RSF1	1184.667	0.255	0.870	0.293	0.188	5.000
chr12_6	chr12_6	1183.667	0.062	0.870	0.071	0.000	1.000
GLYATL1-2	GLYATL1	1183.667	-0.020	0.870	-0.023	0.091	5.000
HS3ST4-5	HS3ST4	1183.000	0.103	0.870	0.119	0.142	5.000
RPL6-2	RPL6	1182.667	-0.959	0.870	-1.103	0.486	2.000
SS18-5	SS18	1182.667	0.323	0.870	0.372	0.879	5.000
FAIM-3	FAIM	1182.000	0.180	0.870	0.207	0.133	5.000
ZNF692-2	ZNF692	1181.667	0.121	0.870	0.139	0.106	5.000
CRISPLD2-2	CRISPLD2	1181.333	0.295	0.870	0.339	0.553	5.000
MPP3-2	MPP3	1181.000	-0.030	0.870	-0.034	0.177	5.000
AKAP2-3	AKAP2	1180.667	0.061	0.870	0.070	0.135	5.000
RSF1-3	RSF1	1180.667	0.012	0.870	0.014	0.188	5.000
ATP9A-3	ATP9A	1180.667	0.223	0.870	0.257	0.122	5.000
PABPC4-2	PABPC4	1180.000	0.294	0.870	0.339	0.080	5.000
POLH-3	POLH	1179.667	0.046	0.870	0.052	0.091	5.000
chrX_5	chrX_5	1179.667	0.341	0.870	0.392	0.000	1.000
DUSP18-3	DUSP18	1179.333	0.031	0.870	0.035	0.153	5.000
PSMC4-3	PSMC4	1178.333	-4.052	0.870	-4.659	1.689	5.000
RPL34-3	RPL34	1178.000	-1.614	0.870	-1.856	1.449	5.000
RPS3A-4	RPS3A	1177.667	-1.145	0.870	-1.317	0.735	5.000
DNAH3-3	DNAH3	1177.333	-0.128	0.870	-0.147	0.066	5.000
chr21_3	chr21_3	1177.333	0.030	0.870	0.034	0.000	1.000
CLDN7-3	CLDN7	1177.333	-0.138	0.870	-0.159	0.181	5.000
LY6G5C-1	LY6G5C	1177.000	0.197	0.870	0.226	0.192	5.000
NUP98-3	NUP98	1176.000	-0.466	0.870	-0.535	1.064	5.000
CANT1-2	CANT1	1175.667	-0.086	0.870	-0.099	0.194	5.000
ERCC6L2-5	ERCC6L2	1175.333	0.085	0.870	0.098	0.120	5.000
DNTTIP1-1	DNTTIP1	1173.333	0.038	0.870	0.043	0.400	5.000
ZNF223-5	ZNF223	1172.667	0.515	0.870	0.593	0.212	5.000
LGR5-1	LGR5	1172.333	0.356	0.870	0.410	0.157	5.000
RPL18A-1	RPL18A	1172.000	-1.585	0.870	-1.822	0.502	5.000
LMNA-5	LMNA	1172.000	-0.081	0.870	-0.093	0.175	5.000
ENTPD4-3	ENTPD4	1171.667	0.143	0.870	0.164	0.120	5.000
AKAP2-4	AKAP2	1171.333	0.173	0.870	0.199	0.135	5.000
ZFAND2A-5	ZFAND2A	1170.667	0.203	0.870	0.233	0.126	5.000
EP300-3	EP300	1170.667	0.223	0.870	0.256	0.111	5.000
HOXD13-1	HOXD13	1170.333	-0.155	0.870	-0.179	0.238	5.000
GBP2-1	GBP2	1170.000	0.121	0.870	0.139	0.089	5.000
FOXO1-4	FOXO1	1169.000	-0.100	0.870	-0.115	0.250	5.000
TOP3A-4	TOP3A	1168.000	-0.157	0.870	-0.180	0.538	5.000
CEND1-5	CEND1	1168.000	0.052	0.870	0.059	0.834	5.000
POTEH-2	POTEH	1167.000	-1.430	0.870	-1.644	0.640	5.000
USP20-4	USP20	1166.667	-0.358	0.870	-0.411	0.287	5.000
MORN4-4	MORN4	1166.000	0.244	0.870	0.281	0.219	5.000
OLFML3-4	OLFML3	1165.667	0.128	0.870	0.148	0.203	5.000
HPRT1-1	HPRT1	1165.333	0.330	0.870	0.380	0.108	5.000
SHCBP1L-5	SHCBP1L	1165.333	0.168	0.870	0.193	0.059	5.000
COL2A1-1	COL2A1	1165.333	-0.517	0.870	-0.594	0.249	5.000
RPA2-4	RPA2	1164.333	-1.366	0.870	-1.570	1.716	5.000
SMIM15-5	SMIM15	1164.333	-0.064	0.870	-0.074	0.218	5.000
MSH5-5	MSH5	1164.000	-0.220	0.870	-0.253	0.242	5.000
GCC2-4	GCC2	1164.000	0.213	0.870	0.245	0.158	5.000
chr4_6	chr4_6	1163.333	0.279	0.870	0.321	0.000	1.000
ATF6B-2	ATF6B	1162.333	0.127	0.870	0.146	0.144	5.000
LOC643355-3	LOC643355	1162.000	0.069	0.870	0.079	0.217	5.000
RAD51-3	RAD51	1161.333	-3.243	0.870	-3.729	0.590	5.000
CDX1-5	CDX1	1161.333	0.113	0.870	0.130	0.082	5.000
ENTPD4-1	ENTPD4	1160.333	0.009	0.870	0.010	0.120	5.000
GJC3-4	GJC3	1160.333	0.060	0.870	0.068	0.336	5.000
CLDN7-5	CLDN7	1159.333	0.277	0.870	0.319	0.181	5.000
RPS2-3	RPS2	1158.667	-1.404	0.870	-1.615	0.988	5.000
LRFN2-1	LRFN2	1158.000	-0.125	0.870	-0.144	0.109	5.000
POLR2A-4	POLR2A	1157.667	-2.256	0.870	-2.593	1.424	5.000
EP300-2	EP300	1157.000	0.334	0.870	0.384	0.111	5.000
MSH4-5	MSH4	1156.667	-0.057	0.870	-0.065	0.238	5.000
VIPR2-3	VIPR2	1156.667	0.191	0.870	0.219	0.207	5.000
SLC16A13-5	SLC16A13	1156.000	-0.162	0.870	-0.186	0.098	5.000
MLF1-5	MLF1	1155.000	-0.096	0.870	-0.111	0.152	5.000
FANCA-2	FANCA	1154.333	-0.068	0.870	-0.078	1.114	5.000
NME5-2	NME5	1154.000	0.374	0.870	0.430	0.230	5.000
ACSL6-1	ACSL6	1153.667	0.096	0.870	0.111	0.126	5.000
DUSP18-4	DUSP18	1153.333	0.025	0.870	0.028	0.153	5.000
RPL35A-5	RPL35A	1153.333	-2.317	0.870	-2.664	1.419	5.000
LCE6A-5	LCE6A	1153.000	0.080	0.870	0.092	0.188	5.000
GSTA1-2	GSTA1	1152.667	0.074	0.870	0.085	0.551	5.000
chr4_9	chr4_9	1152.333	0.341	0.870	0.393	0.000	1.000
OIT3-4	OIT3	1151.667	-0.092	0.870	-0.105	0.139	5.000
KCNK5-3	KCNK5	1151.000	-0.054	0.870	-0.062	0.213	5.000
COPA-4	COPA	1150.333	-2.653	0.870	-3.050	2.329	5.000
AGR2-1	AGR2	1150.333	0.238	0.870	0.274	0.197	5.000
DYNLRB1-4	DYNLRB1	1150.333	-2.251	0.870	-2.587	1.438	5.000
EIF2AK1-3	EIF2AK1	1150.333	0.344	0.870	0.395	0.062	5.000
HIST1H2BD-4	HIST1H2BD	1150.000	-0.571	0.873	-0.653	1.881	5.000
RPL35A-4	RPL35A	1149.333	-2.876	0.873	-3.293	1.419	5.000
chr10_3	chr10_3	1149.333	0.073	0.873	0.084	0.000	1.000
PCMT1-4	PCMT1	1148.667	0.119	0.873	0.137	0.099	5.000
PSMA3-5	PSMA3	1148.000	-0.262	0.873	-0.301	1.760	5.000
chr16_8	chr16_8	1148.000	0.103	0.873	0.118	0.000	1.000
SLC25A22-1	SLC25A22	1147.667	-0.025	0.873	-0.029	0.111	5.000
chr13_6	chr13_6	1147.333	0.131	0.873	0.150	0.000	1.000
GAGE12I-1	GAGE12I	1147.333	-0.108	0.873	-0.123	0.173	5.000
chr1_5	chr1_5	1147.000	-0.281	0.873	-0.322	0.000	1.000
ZNF341-4	ZNF341	1146.333	0.083	0.873	0.095	0.345	5.000
COPS4-5	COPS4	1146.333	0.007	0.873	0.008	1.221	5.000
chrX_2	chrX_2	1146.000	0.339	0.873	0.388	0.000	1.000
RPS13-4	RPS13	1145.333	-3.057	0.873	-3.501	1.494	5.000
RSPH14-1	RSPH14	1145.000	0.135	0.873	0.155	0.041	5.000
GABRA2-2	GABRA2	1143.667	-0.011	0.873	-0.013	0.214	5.000
chr5_4	chr5_4	1143.333	0.127	0.873	0.145	0.000	1.000
C21orf62-3	C21orf62	1143.333	0.108	0.873	0.124	0.298	5.000
PMS2-3	PMS2	1143.000	0.226	0.873	0.259	0.645	5.000
EP300-1	EP300	1143.000	0.388	0.873	0.444	0.111	5.000
SFMBT1-2	SFMBT1	1143.000	0.011	0.873	0.012	0.106	5.000
KIAA1804-2	KIAA1804	1142.667	0.219	0.873	0.250	0.089	5.000
C1QL4-1	C1QL4	1142.667	0.160	0.873	0.183	0.392	5.000
PEX10-3	PEX10	1142.667	0.221	0.873	0.253	0.111	5.000
PILRA-4	PILRA	1141.667	-0.153	0.873	-0.176	0.686	5.000
RXFP4-3	RXFP4	1141.667	0.098	0.893	0.110	0.109	5.000
C3orf67-2	C3orf67	1140.667	0.054	0.893	0.060	0.096	5.000
NR0B2-2	NR0B2	1140.333	0.075	0.893	0.084	0.086	5.000
chr15_8	chr15_8	1140.000	0.061	0.893	0.069	0.000	1.000
chr3_11	chr3_11	1139.333	0.453	0.893	0.507	0.000	1.000
KIAA1804-4	KIAA1804	1139.000	0.301	0.893	0.337	0.089	5.000
chr2_6	chr2_6	1139.000	0.183	0.893	0.205	0.000	1.000
ACE2-2	ACE2	1138.667	0.273	0.893	0.305	0.092	5.000
chr21_5	chr21_5	1138.667	0.145	0.893	0.162	0.000	1.000
DACT2-2	DACT2	1138.333	0.080	0.893	0.089	0.081	5.000
SLC13A2-1	SLC13A2	1137.667	0.094	0.893	0.105	0.185	5.000
RPS7-2	RPS7	1137.333	0.308	0.893	0.346	0.723	5.000
RRN3-5	RRN3	1137.333	-1.642	0.893	-1.839	0.698	5.000
EYS-1	EYS	1137.000	-0.137	0.893	-0.153	0.130	5.000
chr21_2	chr21_2	1137.000	0.184	0.893	0.206	0.000	1.000
ASXL1-4	ASXL1	1136.667	0.023	0.893	0.025	0.172	5.000
CLU-2	CLU	1135.000	0.123	0.893	0.138	0.110	5.000
chr21_9	chr21_9	1135.000	0.313	0.893	0.351	0.000	1.000
chr9_1	chr9_1	1134.333	0.567	0.893	0.635	0.000	1.000
TRIM49C-3	TRIM49C	1134.333	-0.024	0.893	-0.027	1.087	5.000
SDR42E1-2	SDR42E1	1133.667	0.147	0.893	0.164	0.205	5.000
MSANTD4-5	MSANTD4	1133.667	-1.047	0.893	-1.172	0.562	5.000
DFNB59-4	DFNB59	1133.667	-0.981	0.893	-1.099	0.456	5.000
HNRNPL-5	HNRNPL	1133.333	-0.704	0.893	-0.788	0.749	5.000
chr5_10	chr5_10	1132.667	0.187	0.893	0.209	0.000	1.000
PABPC1L-2	PABPC1L	1132.333	-0.366	0.893	-0.410	0.314	5.000
MCRIP2-4	MCRIP2	1132.000	0.051	0.893	0.057	0.077	5.000
LOC643355-4	LOC643355	1131.333	0.380	0.893	0.426	0.217	5.000
FZD10-1	FZD10	1130.667	0.143	0.893	0.161	0.088	5.000
SWT1-3	SWT1	1130.667	-0.115	0.893	-0.129	0.145	5.000
EMG1-4	EMG1	1130.000	-2.609	0.893	-2.923	0.576	5.000
RNF43-4	RNF43	1130.000	0.011	0.893	0.013	0.473	5.000
POLR2D-4	POLR2D	1130.000	-2.780	0.893	-3.114	1.497	5.000
ZBTB18-1	ZBTB18	1129.667	0.269	0.893	0.301	0.137	5.000
FAIM-4	FAIM	1129.000	0.126	0.893	0.141	0.133	5.000
CYP2U1-3	CYP2U1	1127.667	0.069	0.893	0.077	0.111	5.000
POLI-2	POLI	1127.667	0.205	0.893	0.229	0.116	5.000
TNNC2-3	TNNC2	1127.000	-0.540	0.893	-0.605	0.390	5.000
ZMYM5-4	ZMYM5	1126.333	0.295	0.893	0.330	0.118	5.000
TPO-1	TPO	1126.000	0.069	0.893	0.077	0.092	5.000
PDF-4	PDF	1125.667	0.057	0.893	0.064	0.160	5.000
chr1_6	chr1_6	1125.333	0.352	0.893	0.394	0.000	1.000
TRPM5-3	TRPM5	1125.333	0.525	0.893	0.588	0.152	5.000
TMEM159-5	TMEM159	1125.333	0.088	0.893	0.098	0.089	5.000
COPB1-5	COPB1	1124.667	-1.675	0.893	-1.876	1.213	5.000
RLN2-3	RLN2	1123.667	0.087	0.893	0.098	0.136	5.000
TESK1-4	TESK1	1123.000	-0.238	0.893	-0.267	0.386	5.000
CEACAM3-5	CEACAM3	1123.000	0.057	0.893	0.064	0.207	5.000
ZNF665-5	ZNF665	1123.000	-0.047	0.893	-0.053	0.341	5.000
chrX_10	chrX_10	1122.333	0.398	0.893	0.446	0.000	1.000
TRHDE-1	TRHDE	1121.667	0.184	0.893	0.206	0.243	5.000
TBC1D9-2	TBC1D9	1121.667	0.122	0.893	0.136	0.112	5.000
PDF-5	PDF	1121.667	-0.092	0.893	-0.103	0.160	5.000
CEP68-2	CEP68	1121.333	0.256	0.893	0.287	0.320	5.000
HOXB8-3	HOXB8	1121.333	0.063	0.893	0.070	0.089	5.000
CXCL9-2	CXCL9	1121.000	0.180	0.893	0.202	0.070	5.000
RPS3A-5	RPS3A	1121.000	-0.359	0.893	-0.402	0.735	5.000
SMIM15-2	SMIM15	1120.667	0.134	0.893	0.151	0.218	5.000
CST1-1	CST1	1120.667	0.042	0.893	0.047	0.119	5.000
POLR2D-1	POLR2D	1120.333	-3.932	0.893	-4.404	1.497	5.000
GLYATL1-5	GLYATL1	1120.333	0.138	0.893	0.154	0.091	5.000
PSMC2-3	PSMC2	1120.000	-0.687	0.893	-0.770	1.206	5.000
chr11_11	chr11_11	1120.000	0.183	0.893	0.205	0.000	1.000
RPS19-1	RPS19	1119.667	-0.345	0.893	-0.387	1.395	5.000
chr2_2	chr2_2	1119.333	0.084	0.893	0.094	0.000	1.000
DPY19L2-5	DPY19L2	1119.333	-0.598	0.893	-0.670	0.316	5.000
SMIM15-1	SMIM15	1118.333	-0.211	0.893	-0.236	0.218	5.000
COL14A1-5	COL14A1	1118.333	0.125	0.893	0.140	0.232	5.000
EIF2AK1-4	EIF2AK1	1118.000	0.235	0.893	0.263	0.062	5.000
UCN2-3	UCN2	1117.667	0.106	0.893	0.119	0.142	5.000
TMEM159-2	TMEM159	1117.333	0.241	0.893	0.270	0.089	5.000
PSMB2-2	PSMB2	1117.000	-3.864	0.893	-4.328	0.429	5.000
FIBIN-4	FIBIN	1116.667	0.079	0.893	0.088	0.066	5.000
RPA3-5	RPA3	1116.667	-1.521	0.893	-1.704	1.619	5.000
TOM1L2-1	TOM1L2	1116.333	0.171	0.893	0.191	0.104	5.000
TPO-5	TPO	1116.333	0.191	0.893	0.214	0.092	5.000
KIF20B-3	KIF20B	1116.000	0.033	0.893	0.037	0.154	5.000
POLD1-1	POLD1	1115.667	-3.714	0.893	-4.160	1.063	5.000
ASCL2-2	ASCL2	1115.000	0.293	0.893	0.328	0.615	5.000
ARID3A-4	ARID3A	1114.667	-0.014	0.893	-0.016	0.105	5.000
DTHD1-2	DTHD1	1114.000	0.212	0.893	0.238	0.086	5.000
IGSF22-3	IGSF22	1113.333	-0.202	0.893	-0.226	0.325	5.000
CEMP1-5	CEMP1	1113.333	0.177	0.893	0.199	0.184	5.000
ZNF692-5	ZNF692	1112.667	0.027	0.893	0.031	0.106	5.000
RPS27-2	RPS27	1112.667	-1.177	0.893	-1.318	1.020	5.000
STX16-1	STX16	1112.333	-0.089	0.893	-0.099	0.195	5.000
UNKL-2	UNKL	1111.333	-0.081	0.893	-0.091	0.131	5.000
PCGF1-2	PCGF1	1111.000	0.018	0.893	0.021	0.072	5.000
ZBTB18-4	ZBTB18	1111.000	0.138	0.893	0.155	0.137	5.000
ZNF485-1	ZNF485	1110.667	-0.021	0.893	-0.023	0.233	5.000
COPS6-4	COPS6	1109.667	-0.150	0.893	-0.168	0.525	5.000
OSR1-3	OSR1	1109.333	0.206	0.893	0.231	0.092	5.000
chr13_2	chr13_2	1109.333	0.077	0.893	0.087	0.000	1.000
HLA-DMA-4	HLA-DMA	1109.000	0.045	0.893	0.051	0.157	5.000
RPL36-4	RPL36	1108.000	-0.183	0.893	-0.205	1.477	5.000
BSPH1-5	BSPH1	1107.667	0.346	0.893	0.388	0.245	5.000
HDHD3-2	HDHD3	1107.000	0.314	0.893	0.351	0.129	5.000
DNAH3-1	DNAH3	1106.333	-0.014	0.893	-0.016	0.066	5.000
POLA1-1	POLA1	1104.667	-3.965	0.893	-4.441	1.405	5.000
DACT2-1	DACT2	1104.667	0.236	0.893	0.264	0.081	5.000
GCC2-2	GCC2	1103.667	-0.141	0.893	-0.157	0.158	5.000
BMP10-3	BMP10	1103.333	-0.214	0.893	-0.240	0.134	5.000
GTPBP10-5	GTPBP10	1103.333	0.084	0.893	0.094	0.192	5.000
TCF20-1	TCF20	1103.000	-0.018	0.893	-0.021	0.105	5.000
C5-2	C5	1103.000	0.140	0.893	0.157	0.119	5.000
MOGAT1-4	MOGAT1	1102.667	0.133	0.893	0.148	0.157	5.000
BLCAP-5	BLCAP	1102.333	-0.266	0.893	-0.298	0.240	5.000
CLU-4	CLU	1102.333	-0.067	0.893	-0.075	0.110	5.000
POLE-5	POLE	1102.000	-4.150	0.893	-4.648	1.564	5.000
POTEH-3	POTEH	1101.667	-0.816	0.893	-0.914	0.640	5.000
FEN1-5	FEN1	1100.333	0.058	0.893	0.065	0.189	5.000
DEFB116-5	DEFB116	1100.000	0.222	0.893	0.248	0.045	5.000
ETV3L-3	ETV3L	1099.333	0.318	0.893	0.356	0.130	5.000
TSPAN6-2	TSPAN6	1099.333	-0.061	0.893	-0.068	0.135	5.000
DACT2-5	DACT2	1099.333	0.249	0.893	0.279	0.081	5.000
FTSJ3-1	FTSJ3	1099.333	-2.868	0.893	-3.213	0.943	5.000
PSMD7-4	PSMD7	1098.667	-1.902	0.893	-2.131	0.944	5.000
OR6N2-2	OR6N2	1097.000	0.186	0.893	0.209	0.079	5.000
PABPC4-3	PABPC4	1095.000	0.146	0.893	0.164	0.080	5.000
PLEKHA4-5	PLEKHA4	1094.333	0.205	0.893	0.230	0.050	5.000
CCDC97-1	CCDC97	1093.333	-0.108	0.893	-0.121	0.173	5.000
LTN1-1	LTN1	1093.333	-0.073	0.893	-0.082	0.249	5.000
chr12_4	chr12_4	1093.000	0.265	0.893	0.297	0.000	1.000
SLC38A5-4	SLC38A5	1091.667	0.169	0.893	0.190	0.070	5.000
TMEM236-4	TMEM236	1091.667	0.377	0.893	0.422	0.142	5.000
USP38-1	USP38	1091.333	0.131	0.910	0.144	0.067	5.000
BSPH1-2	BSPH1	1091.000	-0.146	0.910	-0.161	0.245	5.000
DUOX2-4	DUOX2	1090.667	0.104	0.910	0.115	0.089	5.000
LYPD5-4	LYPD5	1089.667	0.015	0.910	0.017	0.134	5.000
GABRB1-3	GABRB1	1089.667	0.163	0.910	0.179	0.190	5.000
FOXP3-3	FOXP3	1088.667	0.259	0.910	0.285	0.078	5.000
chr9_3	chr9_3	1088.333	0.164	0.910	0.181	0.000	1.000
ZFP36L2-1	ZFP36L2	1088.333	-0.094	0.910	-0.104	0.192	5.000
AKAP2-2	AKAP2	1088.333	0.103	0.910	0.114	0.135	5.000
ST6GAL2-2	ST6GAL2	1088.000	-0.020	0.910	-0.022	0.153	5.000
C11orf42-2	C11orf42	1088.000	0.260	0.910	0.286	0.551	5.000
ASPRV1-1	ASPRV1	1087.333	0.009	0.910	0.010	0.143	5.000
FAHD2B-1	FAHD2B	1087.000	0.281	0.910	0.309	0.511	5.000
ARFRP1-1	ARFRP1	1085.667	-1.945	0.910	-2.137	0.582	5.000
PRKG1-4	PRKG1	1085.667	0.199	0.910	0.219	0.108	5.000
RRN3-3	RRN3	1084.333	-3.221	0.910	-3.539	0.698	5.000
UGT1A7-2	UGT1A7	1083.667	0.375	0.910	0.412	0.947	5.000
RFC1-1	RFC1	1083.000	-3.643	0.910	-4.003	2.501	5.000
chr6_8	chr6_8	1082.333	0.398	0.910	0.437	0.000	1.000
ERCC6L2-3	ERCC6L2	1081.667	0.017	0.910	0.019	0.120	5.000
RPS9-4	RPS9	1081.667	-2.284	0.910	-2.510	1.572	5.000
MSH4-2	MSH4	1081.667	-0.338	0.910	-0.371	0.238	5.000
SHROOM4-3	SHROOM4	1081.333	0.275	0.910	0.302	0.054	5.000
DXO-2	DXO	1080.333	0.016	0.910	0.018	0.280	5.000
ATP5L-3	ATP5L	1080.333	-0.500	0.910	-0.549	0.565	5.000
NOS1-1	NOS1	1080.000	0.133	0.927	0.143	0.177	5.000
REEP1-1	REEP1	1080.000	-0.007	0.927	-0.007	0.265	5.000
EEF1B2-5	EEF1B2	1079.667	-1.384	0.927	-1.493	0.547	5.000
TSPAN6-3	TSPAN6	1079.667	0.157	0.927	0.169	0.135	5.000
GPR87-4	GPR87	1079.667	0.063	0.927	0.068	0.173	5.000
CXCL9-4	CXCL9	1079.333	0.063	0.927	0.068	0.070	5.000
AGR2-2	AGR2	1079.000	0.184	0.927	0.198	0.197	5.000
FAM217A-5	FAM217A	1078.333	0.033	0.927	0.035	0.092	5.000
RPL18A-4	RPL18A	1077.667	-2.173	0.927	-2.344	0.502	5.000
FANCM-1	FANCM	1077.667	-1.200	0.927	-1.294	0.677	5.000
BLM-2	BLM	1077.667	-0.609	0.927	-0.657	0.363	5.000
DMC1-1	DMC1	1077.333	0.265	0.927	0.286	0.095	5.000
DIMT1-4	DIMT1	1077.000	-1.624	0.927	-1.752	0.484	5.000
MLF1-1	MLF1	1076.667	0.279	0.927	0.301	0.152	5.000
C7orf69-1	C7orf69	1076.000	0.119	0.927	0.129	0.094	5.000
CDX1-4	CDX1	1076.000	0.159	0.927	0.172	0.082	5.000
chr5_2	chr5_2	1075.667	0.389	0.927	0.419	0.000	1.000
AGT-1	AGT	1075.333	0.090	0.927	0.097	0.144	5.000
LYSMD3-2	LYSMD3	1075.333	0.353	0.927	0.380	0.074	5.000
PMS1-4	PMS1	1075.333	-0.038	0.927	-0.041	0.154	5.000
TCF20-4	TCF20	1075.333	0.271	0.927	0.292	0.105	5.000
MSH2-5	MSH2	1074.667	-0.111	0.927	-0.120	0.177	5.000
ELP4-5	ELP4	1074.333	-0.795	0.927	-0.858	0.233	5.000
HPGD-4	HPGD	1074.333	0.164	0.927	0.177	0.085	5.000
CEACAM5-5	CEACAM5	1074.333	-0.303	0.927	-0.326	0.298	5.000
ZNF223-1	ZNF223	1073.000	0.142	0.929	0.153	0.212	5.000
TMEM30A-2	TMEM30A	1072.667	-0.048	0.929	-0.051	0.385	5.000
OR2A14-3	OR2A14	1072.333	0.190	0.929	0.205	0.080	5.000
DACT2-4	DACT2	1072.333	0.104	0.929	0.112	0.081	5.000
RPA1-3	RPA1	1070.333	-5.909	0.929	-6.359	2.688	5.000
TFG-5	TFG	1068.333	-0.663	0.929	-0.713	0.205	5.000
ATP9A-4	ATP9A	1068.000	-0.016	0.929	-0.017	0.122	5.000
chr20_9	chr20_9	1068.000	0.376	0.929	0.404	0.000	1.000
LYZL1-2	LYZL1	1067.000	-0.339	0.929	-0.364	0.231	5.000
MPP3-3	MPP3	1066.333	-0.302	0.929	-0.325	0.177	5.000
FAIM-2	FAIM	1066.333	0.045	0.929	0.049	0.133	5.000
NANOS1-1	NANOS1	1065.667	0.086	0.929	0.093	0.126	5.000
PRSS23-1	PRSS23	1065.333	0.210	0.929	0.226	0.044	5.000
COPZ1-5	COPZ1	1065.000	-1.275	0.929	-1.373	1.352	4.000
chr18_3	chr18_3	1065.000	0.194	0.929	0.208	0.000	1.000
PHC3-1	PHC3	1064.667	0.080	0.929	0.086	0.131	5.000
RYK-1	RYK	1063.000	0.182	0.929	0.196	0.095	5.000
GMCL1-3	GMCL1	1062.333	0.092	0.929	0.099	0.144	5.000
HIST1H2BD-3	HIST1H2BD	1061.333	-0.110	0.929	-0.119	1.881	5.000
ROCK2-4	ROCK2	1061.000	0.001	0.929	0.001	0.207	5.000
UGT1A7-4	UGT1A7	1061.000	0.299	0.929	0.322	0.947	5.000
CPNE9-4	CPNE9	1060.667	0.367	0.929	0.395	0.285	5.000
MORN4-2	MORN4	1060.667	0.002	0.929	0.002	0.219	5.000
CCDC69-5	CCDC69	1060.333	0.351	0.929	0.378	0.108	5.000
BLCAP-4	BLCAP	1058.667	-0.055	0.929	-0.059	0.240	5.000
CTSS-1	CTSS	1058.333	-0.073	0.940	-0.078	0.135	5.000
ERCC6L2-1	ERCC6L2	1058.333	-0.060	0.940	-0.064	0.120	5.000
TMPRSS13-1	TMPRSS13	1058.000	0.261	0.940	0.277	0.044	5.000
HOXD10-2	HOXD10	1057.667	-0.110	0.940	-0.117	0.135	5.000
MADD-5	MADD	1057.333	-0.296	0.940	-0.314	0.834	5.000
PSMB2-3	PSMB2	1057.000	-4.371	0.940	-4.649	0.429	5.000
RPL30-4	RPL30	1056.667	-1.403	0.940	-1.492	1.170	5.000
chr4_8	chr4_8	1056.333	0.353	0.940	0.375	0.000	1.000
GRID2IP-2	GRID2IP	1056.333	0.044	0.940	0.047	0.160	5.000
chr16_7	chr16_7	1055.333	0.119	0.940	0.127	0.000	1.000
PLA2G2A-2	PLA2G2A	1055.333	-0.019	0.940	-0.020	0.141	5.000
FAM217A-4	FAM217A	1054.667	0.109	0.940	0.116	0.092	5.000
INO80C-3	INO80C	1054.000	0.102	0.940	0.108	0.190	5.000
OR8S1-2	OR8S1	1053.667	-0.065	0.940	-0.069	0.213	5.000
chr15_4	chr15_4	1053.333	0.266	0.940	0.283	0.000	1.000
CYP2U1-1	CYP2U1	1053.000	-0.010	0.940	-0.010	0.111	5.000
MAML1-1	MAML1	1053.000	0.437	0.940	0.465	0.100	5.000
HPGD-5	HPGD	1052.667	0.354	0.940	0.377	0.085	5.000
PPP1R3D-4	PPP1R3D	1052.333	0.126	0.940	0.134	0.120	5.000
UNKL-5	UNKL	1052.000	0.210	0.940	0.223	0.131	5.000
FBLN2-2	FBLN2	1052.000	0.036	0.940	0.038	0.288	5.000
KLLN-4	KLLN	1051.667	0.388	0.940	0.413	0.117	5.000
RHOG-1	RHOG	1051.333	-0.217	0.940	-0.231	0.135	5.000
LIPG-5	LIPG	1051.333	0.081	0.940	0.086	0.136	5.000
MYOM2-1	MYOM2	1051.000	0.221	0.940	0.235	0.164	5.000
VEZT-3	VEZT	1050.667	-1.154	0.940	-1.227	0.225	5.000
SPZ1-5	SPZ1	1050.000	0.074	0.940	0.078	0.122	5.000
RPA2-1	RPA2	1050.000	-5.156	0.940	-5.484	1.716	5.000
SORBS1-4	SORBS1	1050.000	0.131	0.940	0.140	0.390	5.000
PCTP-3	PCTP	1049.667	-0.187	0.940	-0.199	0.158	5.000
FAM124B-5	FAM124B	1049.333	-0.000	0.940	-0.000	0.138	5.000
USP38-5	USP38	1049.333	0.179	0.940	0.190	0.067	5.000
OR52E6-1	OR52E6	1049.333	0.329	0.940	0.350	0.142	5.000
FCN2-5	FCN2	1049.000	-0.026	0.940	-0.028	0.098	5.000
chr14_10	chr14_10	1048.333	-0.132	0.940	-0.141	0.000	1.000
chr20_6	chr20_6	1048.333	0.255	0.940	0.272	0.000	1.000
IL15RA-4	IL15RA	1047.667	-0.015	0.940	-0.016	0.257	5.000
OR6N2-5	OR6N2	1047.333	0.107	0.940	0.114	0.079	5.000
PSMB2-1	PSMB2	1046.667	-4.348	0.940	-4.624	0.429	5.000
